source,count,message_shape
culture_template,1,Gfx culture northern_unit_gfx in blight doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in blight doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in satyr doesn't match existing sequence in latgalian
culture_template,1,Gfx culture cornish_clothing_gfx in satyr doesn't match existing sequence in cornish
culture_template,1,Gfx culture northern_unit_gfx in satyr doesn't match existing sequence in latgalian
culture_template,1,Gfx culture irish_coa_gfx in satyr doesn't match existing sequence in irish
culture_template,1,Gfx culture western_building_gfx in hag doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in hag doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in hag doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in hag doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in hagspawn doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in hagspawn doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in hagspawn doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in hagspawn doesn't match existing sequence in latgalian
culture_template,1,Gfx culture african_building_gfx in hengeyokai doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in hengeyokai doesn't match existing sequence in akan
culture_template,1,Gfx culture northern_unit_gfx in hengeyokai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_coa_gfx in hengeyokai doesn't match existing sequence in hungarian
culture_template,1,Gfx culture african_building_gfx in katanga doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in katanga doesn't match existing sequence in akan
culture_template,1,Gfx culture northern_unit_gfx in katanga doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_coa_gfx in katanga doesn't match existing sequence in hungarian
culture_template,1,Gfx culture chinese_building_gfx in spiritfolk doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in spiritfolk doesn't match existing sequence in han
culture_template,1,Gfx culture northern_unit_gfx in spiritfolk doesn't match existing sequence in latgalian
culture_template,1,Gfx culture chinese_group_coa_gfx in spiritfolk doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_building_gfx in tamhi doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in tamhi doesn't match existing sequence in han
culture_template,1,Gfx culture northern_unit_gfx in tamhi doesn't match existing sequence in latgalian
culture_template,1,Gfx culture chinese_group_coa_gfx in tamhi doesn't match existing sequence in han
culture_template,1,Gfx culture mediterranean_building_gfx in angel doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in archon doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in asura doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in celestial_eladrin doesn't match existing sequence in gothic
culture_template,1,Gfx culture norse_building_gfx in einheriar doesn't match existing sequence in norse
culture_template,1,Gfx culture fpN_norse_clothing_gfx in einheriar doesn't match existing sequence in norse
culture_template,1,Gfx culture norse_coa_gfx in einheriar doesn't match existing sequence in norse
culture_template,1,Gfx culture mediterranean_building_gfx in lillend doesn't match existing sequence in gothic
culture_template,1,Gfx culture mena_building_gfx in neter doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in neter doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture arabic_group_coa_gfx in neter doesn't match existing sequence in bedouin
culture_template,1,Gfx culture chinese_building_gfx in moonmaiden doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in moonmaiden doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in moonmaiden doesn't match existing sequence in han
culture_template,1,Gfx culture mediterranean_building_gfx in avoral doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in equinal doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in cervidal doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in guardinal doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in musteval doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in planetar doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in warden_archon doesn't match existing sequence in gothic
culture_template,1,Gfx culture african_building_gfx in couatl doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in couatl doesn't match existing sequence in akan
culture_template,1,Gfx culture western_coa_gfx in couatl doesn't match existing sequence in hungarian
culture_template,1,Gfx culture western_building_gfx in baatezu doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in baatezu doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in baatezu doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in baatezu doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in abishai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in abishai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in abishai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in abishai doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in cornugon doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in cornugon doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in cornugon doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in cornugon doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in gelugon doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in gelugon doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in gelugon doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in gelugon doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in erinyes doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in erinyes doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in erinyes doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in erinyes doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in tanarri doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in tanarri doesn't match existing sequence in latgalian
culture_template,1,Gfx culture eastern_unit_gfx in tanarri doesn't match existing sequence in greek
culture_template,1,Gfx culture baltic_group_coa_gfx in tanarri doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in balor doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in balor doesn't match existing sequence in latgalian
culture_template,1,Gfx culture eastern_unit_gfx in balor doesn't match existing sequence in greek
culture_template,1,Gfx culture baltic_group_coa_gfx in balor doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in succubus doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in succubus doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in succubus doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in succubus doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in marilith doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in marilith doesn't match existing sequence in latgalian
culture_template,1,Gfx culture eastern_unit_gfx in marilith doesn't match existing sequence in greek
culture_template,1,Gfx culture baltic_group_coa_gfx in marilith doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in nalfeshnee doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in nalfeshnee doesn't match existing sequence in latgalian
culture_template,1,Gfx culture eastern_unit_gfx in nalfeshnee doesn't match existing sequence in greek
culture_template,1,Gfx culture baltic_group_coa_gfx in nalfeshnee doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in glabrezu doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in glabrezu doesn't match existing sequence in latgalian
culture_template,1,Gfx culture eastern_unit_gfx in glabrezu doesn't match existing sequence in greek
culture_template,1,Gfx culture baltic_group_coa_gfx in glabrezu doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in yugoloth doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in yugoloth doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in yugoloth doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in yugoloth doesn't match existing sequence in latgalian
culture_template,1,Gfx culture western_building_gfx in ultroloth doesn't match existing sequence in latgalian
